DefaultSC.ElapsedSecs     DefaultSC.EarthFixed.X    DefaultSC.EarthFixed.Y    DefaultSC.EarthFixed.Z    DefaultSC.EarthMJ2000Eq.X   DefaultSC.EarthMJ2000Eq.Y   DefaultSC.EarthMJ2000Eq.Z   
206.6992598120123         -4880.297903343717        -196.6009943254323        4651.518954304961         3803.651852093557           3078.3329101079             4642.056359117264           
210.5932448641397         -4881.797389265106        -224.9786349466287        4648.665298382037         3786.98243564286            3103.037249489703           4639.242831843496           
214.4872302305885         -4883.2174157011          -253.3510418471075        4645.719993580444         3770.238573197697           3127.680588588571           4636.337840915291           
218.3812152827159         -4884.557951489545        -281.7177049172466        4642.683097751245         3753.420593728108           3152.262442817012           4633.341443391771           
222.2752006491646         -4885.81896674806         -310.0781137260776        4639.554670542087         3736.528827655854           3176.782328786824           4630.25369812502            
226.169185701292          -4887.000432825836        -338.4317584243063        4636.334773396141         3719.563606848223           3201.23976431839            4627.07466575906            
230.0631710677408         -4888.102322358661        -366.7781288578449        4633.023469551073         3702.525264611803           3225.634268449995           4623.804408728814           
233.9571561198682         -4889.124609210168        -395.1167154741332        4629.620824037956         3685.414135686253           3249.965361447169           4620.44299125906            
237.8511414863169         -4890.06726853743         -423.4470084331036        4626.126903680211         3668.230556238022           3274.232564812061           4616.990479363355           
241.7451265384443         -4890.930276721799        -451.7684985141052        4622.541777092451         3650.974863854035           3298.435401292829           4613.446940842923           
245.6391115905717         -4891.713611433847        -480.0806763392188        4618.865514679337         3633.647397535326           3322.573394893045           4609.81244528551            
249.5330969570205         -4892.417251608752        -508.3830327202801        4615.098188634357         3616.248497690612           3346.646070881103           4606.087064064182           
253.4270820091479         -4893.041177410261        -536.675059002997         4611.239872938561         3598.778506129814           3370.652955799625           4602.27087033608            
257.3210673755966         -4893.585370312224        -564.956246291893         4607.290643359244         3581.23776605751            3394.59357747484            4598.363939041111           
261.215052427724          -4894.04981300347         -593.2260863563459        4603.250577448563         3563.626622066338           3418.467465025947           4594.366346900587           
265.1090377941728         -4894.434489489315        -621.4840707431696        4599.119754542104         3545.945420130339           3442.274148874428           4590.278172415806           
269.0030228463002         -4894.739384985947        -649.7296916829702        4594.898255757389         3528.194507598252           3466.013160753321           4586.099495866575           
272.8970082127489         -4894.964486032376        -677.9624412011435        4590.586163992341         3510.374233186774           3489.684033716443           4581.830399309694           
276.7909932648763         -4895.109780374257        -706.1818120253088        4586.1835639237           3492.484946973777           3513.286302147555           4577.470966577381           
280.6849786313251         -4895.175257085972        -734.3872966972642        4581.69054200539          3474.527000391502           3536.819501769477           4573.021283275665           
284.5789636834525         -4895.16090644429         -762.5783884784844        4577.107186466872         3456.50074621974            3560.283169653144           4568.481436782749           
288.4729487355798         -4895.066720042521        -790.7545805749387        4572.433587311456         3438.406538578987           3583.676844226633           4563.851516247338           
292.3669341020286         -4894.892690744429        -818.915366481605         4567.66983631458          3420.244732923607           3607.000065284131           4559.13161258694            
296.260919154156          -4894.638812626042        -847.0602403298394        4562.816027022092         3402.015686034972           3630.252373994886           4554.321818486161           
300.1549045206048         -4894.305081107024        -875.1886961094143        4557.872254748497         3383.719756014608           3653.433312912131           4549.422228394965           
304.0488895727322         -4893.891492798231        -903.3002285753561        4552.838616575184         3365.357302277329           3676.542425981997           4544.432938526929           
307.9428749391809         -4893.398045659876        -931.3943323600381        4547.715211348652         3346.928685544359           3699.579258552415           4539.354046857469           
311.8368599913083         -4892.824738838878        -959.4705028793566        4542.502139678686         3328.434267836439           3722.543357382023           4534.185653122049           
315.7308453577571         -4892.171572837403        -987.5282354445558        4537.199503936529         3309.87441246691            3745.434270649072           4528.927858814359           
319.6248304098845         -4891.43854933995         -1015.567026168157        4531.807408253011         3291.249484034769           3768.251547960343           4523.580767184463           
323.5188157763332         -4890.625671392142        -1043.586371076153        4526.325958516641         3272.559848417682           3790.994740360059           4518.144483236912           
327.4128008284606         -4889.732943217323        -1071.585767014587        4520.755262371659         3253.805872764962           3813.663400338802           4512.619113728807           
331.306785880588          -4888.760370380508        -1099.56471087351         4515.095429216033         3234.987925490491           3836.257081842417           4507.004767167819           
335.2007712470368         -4887.707959721016        -1127.522699931395        4509.346570199407         3216.10637626559            3858.775340280911           4501.301553810151           
339.0947562991641         -4886.575719272722        -1155.459232202654        4503.508798220997         3197.161596011837           3881.217732537311           4495.509585658447           
342.9887416656129         -4885.363658444835        -1183.373805661075        4497.582227927406         3178.153956893826           3903.583816976505           4489.628976459634           
346.8827267177403         -4884.071787812739        -1211.265919145052        4491.566975710411         3159.083832311876           3925.873153454024           4483.65984170272            
350.7767120841891         -4882.700119332389        -1239.135071471331        4485.463159704671         3139.951596894689           3948.085303324779           4477.602298616521           
354.6706971363164         -4881.248666120686        -1266.980762340165        4479.270899785381         3120.757626491963           3970.219829451729           4471.456466167337           
358.5646825027652         -4879.717442680288        -1294.802491448245        4472.990317565896         3101.50229816697            3992.276296214489           4465.222465056584           
362.4586675548926         -4878.106464669687        -1322.599759393271        4466.621536395289         3082.185990189104           4014.254269517865           4458.900417718381           
366.3526529213414         -4876.415749138073        -1350.372066787629        4460.164681355887         3062.809082026408           4036.153316800314           4452.490448317096           
370.2466379734688         -4874.645314284777        -1378.118915163551        4453.619879260767         3043.371954338089           4057.973007042338           4445.992682744867           
374.1406233399175         -4872.795179704761        -1405.839806085474        4446.987258651243         3023.874988967027           4079.712910774819           4439.407248619101           
378.0346083920449         -4870.865366137843        -1433.53424205451         4440.266949794323         3004.31856893228            4101.372600087285           4432.734275279951           
381.9285934441723         -4868.8558956904          -1461.201725734558        4433.459084680162         2984.703078421601           4122.951648636133           4425.973893787795           
385.8225788106211         -4866.766791741898        -1488.841760297782        4426.563797019518         2965.028902783955           4144.449631652813           4419.126236920691           
389.7165638627484         -4864.598078841291        -1516.45384976496         4419.581222241173         2945.296428522046           4165.866125951978           4412.191439171838           
393.6105492291972         -4862.349782944121        -1544.037498236439        4412.511497489392         2925.506043284855           4187.200709939614           4405.169636747039           
397.5045342813246         -4860.021931137168        -1571.592210791876        4405.354761621341         2905.65813586017            4208.452963621158           4398.060967562142           
401.3985196477734         -4857.61455191909         -1599.117492606461        4398.111155204519         2885.753096167132           4229.62246860961            4390.865571240489           
405.2925046999007         -4855.127674914068        -1626.612849852778        4390.780820514169         2865.79131524876            4250.70880813365            4383.583589110343           
409.1864900663495         -4852.561331163123        -1654.077788816207        4383.363901530674         2845.773185264472           4271.711567045743           4376.21516420231            
413.0804751184769         -4849.915552827255        -1681.511816797175        4375.860543936934         2825.699099482585           4292.630331830273           4368.760441246725           
416.9744604849257         -4847.1903734889          -1708.914441227373        4368.270895115715         2805.569452272799           4313.464690611655           4361.219566671022           
420.868445537053          -4844.385827845445        -1736.285170569711        4360.595104146955         2785.384639098637           4334.214233162459           4353.592688597062           
424.7624305891804         -4841.501951979887        -1763.623513547849        4352.833321805044         2765.145056509871           4354.878550911531           4345.879956838425           
428.6564159556292         -4838.538783246429        -1790.928979490057        4344.985700556045         2744.851102134899           4375.457236952094           4338.081522897653           
432.5504010077566         -4835.496360145816        -1818.20107866904         4337.052394554878         2724.503174673094           4395.949886049834           4330.197539963458           
436.4443863742054         -4832.374722611025        -1845.439321536497        4329.03355964245          2704.101673887108           4416.356094650968           4322.228162907858           
440.3383714263327         -4829.173911677127        -1872.643219616217        4320.929353342739         2683.647000595152           4436.675460890265           4314.173548283292           
444.2323567927815         -4825.89396981564         -1899.812284629802        4312.739934859817         2663.139556663235           4456.907584599046           4306.033854319654           
448.1263418449089         -4822.534940594615        -1926.946029387917        4304.465465074838         2642.579744997374           4477.052067313132           4297.809240921301           
452.0203272113577         -4819.096869023086        -1954.043966916613        4296.106106542966         2621.96796953578            4497.108512280747           4289.499869664007           
455.914312263485          -4815.579801200624        -1981.105611348691        4287.662023490272         2601.304635241021           4517.076524470382           4281.105903791866           
459.8082976299338         -4811.983784671997        -2008.130477050404        4279.133381810579         2580.59014809216            4536.955710578605           4272.627508214168           
463.7022826820612         -4808.30886806633         -2035.118079512461        4270.520349062282         2559.824915076882           4556.745679037831           4264.064849502233           
467.5962677341886         -4804.555101415533        -2062.067934585305        4261.823094465123         2539.009344183602           4576.446040024044           4255.418095886209           
471.4902531006373         -4800.722536018417        -2088.979558821594        4253.041788896952         2518.143844393554           4596.056405464483           4246.68741725184            
475.3842381527647         -4796.811224295628        -2115.852469812538        4244.176604890439         2497.228825672869           4615.576389045294           4237.87298513721            
479.2782235192135         -4792.821220123139        -2142.686185427475        4235.227716629764         2476.264698964634           4635.005606219142           4228.974972729453           
483.1722085713409         -4788.752578446475        -2169.480224701843        4226.195299947291         2455.251876180929           4654.343674212792           4219.993554861438           
487.0661939377896         -4784.605355670286        -2196.234106967255        4217.079532320205         2434.190770194847           4673.590212034664           4210.928908008428           
490.960178989917          -4780.379609262973        -2222.947352737453        4207.880592867113         2413.081794832484           4692.744840482358           4201.781210284702           
494.8541643563658         -4776.075398155393        -2249.619482841224        4198.598662344622         2391.925364864903           4711.807182150149           4192.550641440153           
498.7481494084932         -4771.692782336334        -2276.250019305327        4189.233923143891         2370.721896000068           4730.776861436444           4183.237382856859           
502.642134774942          -4767.231823260429        -2302.838484490039        4179.786559287131         2349.471804874747           4749.653504551214           4173.8416175456             
506.5361198270693         -4762.692583433872        -2329.384401970338        4170.256756424089         2328.175509046388           4768.436739523377           4164.363530142362           
510.4301048791967         -4758.075126778632        -2355.887295780828        4160.644701828474         2306.833426984948           4787.126196208143           4154.803306904791           
514.3240902456455         -4753.379518477483        -2382.346690751754        4150.950584394374         2285.445978064718           4805.721506294313           4145.16113570862            
518.2180752977729         -4748.60582480718         -2408.762112844889        4141.174594632612         2264.013582556099           4824.222303311523           4135.437206044046           
522.1120606642216         -4743.754113519714        -2435.1330883984          4131.316924667084         2242.53666161737            4842.628222637434           4125.631709012095           
526.006045716349          -4738.824453401344        -2461.459145008193        4121.377768231065         2221.015637286439           4860.938901504875           4115.74483732094            
529.9000310827978         -4733.81691471699         -2487.739810663774        4111.357320663478         2199.450932472577           4879.15397900892            4105.776785282197           
533.7940161349252         -4728.731568759266        -2513.974614628281        4101.255778905151         2177.842970948155           4897.273096113921           4095.727748807195           
537.6880015013739         -4723.568488302237        -2540.163086576636        4091.073341495041         2156.192177340373           4915.295895660491           4085.597925403226           
541.5819865535013         -4718.327747140973        -2566.304757473259        4080.810208566455         2134.498977123              4933.222022372435           4075.387514169784           
545.4759719199501         -4713.00942055516         -2592.399158711595        4070.46658184325          2112.763796608116           4951.051122863657           4065.096715794782           
549.3699569720775         -4707.61358483874         -2618.445822990449        4060.042664636005         2090.987062937864           4968.782845645025           4054.725732550751           
553.2639423385262         -4702.140317772708        -2644.444283456182        4049.538661838218         2069.169204076214           4986.41684113123            4044.274768291051           
557.1579273906536         -4696.589698146661        -2670.394074574374        4038.954779922455         2047.310648800724           5003.952761647614           4033.744028446041           
561.051912442781          -4690.961806177701        -2696.294731384545        4028.291226936507         2025.411826694314           5021.390261437011           4023.133720019258           
564.9458978092298         -4685.256723332215        -2722.14578983089         4017.548212499519         2003.473168137027           5038.728996666569           4012.444051583566           
568.8398828613572         -4679.474532135465        -2747.946787093391        4006.725947798109         1981.495104297788           5055.968625434597           4001.675233277292           
572.7338682278059         -4673.615316607166        -2773.697260843777        3995.824645582452         1959.478067126143           5073.108807777396           3990.827476800333           
576.6278532799333         -4667.679161759092        -2799.396750112493        3984.844520162339         1937.422489343968           5090.14920567611            3979.900995410232           
580.5218386463821         -4661.666154100231        -2825.044794439903        3973.785787403182         1915.328804437155           5107.089483063573           3968.896003918211           
584.4158236985095         -4655.576381125144        -2850.640934740765        3962.648664722001         1893.197446647249           5123.92930583115            3957.812718685169           
588.3098090649582         -4649.409931828819        -2876.184712457123        3951.433371083339         1871.028850963051           5140.668341835569           3946.651357617618           
592.2037941170856         -4643.166896184844        -2901.6756704218          3940.140126995122         1848.823453112159           5157.306260905719           3935.412140163574           
596.0977794835344         -4636.847365669962        -2927.113352012876        3928.769154504475         1826.581689552469           5173.842734849421           3924.095287308381           
599.9917645356618         -4630.451432733019        -2952.497302014536        3917.320677193466         1804.303997463628           5190.277437460155           3912.701021570482           
603.8857495877892         -4623.979191260567        -2977.827065879751        3905.794920174788         1781.990814738426           5206.610044523716           3901.229566997122           
607.7797349542379         -4617.430736376678        -3003.102190060304        3894.19211008739          1759.642579974163           5222.840233824807           3889.681149159998           
611.6737200063653         -4610.806164234835        -3028.322222330063        3882.512475092044         1737.259732463966           5238.967685153551           3878.05599515085            
615.5677053728141         -4604.105572496777        -3053.486711054017        3870.756244866872         1714.842712188093           5254.992080311914           3866.354333577005           
619.4616904249415         -4597.329059779091        -3078.595206041183        3858.923650602813         1692.391959805204           5270.913103120033           3854.576394556871           
623.3556757913902         -4590.476726208924        -3103.647257708689        3847.014924999079         1669.907916643641           5286.730439422466           3842.722409715404           
627.2496608435176         -4583.548672859868        -3128.642417934181        3835.030302258551         1647.391024692694           5302.44377709433            3830.792612179544           
631.1436462099664         -4576.545002318738        -3153.580239219376        3822.970018083195         1624.841726593891           5318.05280604737            3818.787236573628           
635.0376312620938         -4569.465818111265        -3178.460275541255        3810.834309669426         1602.260465632299           5333.557218235942           3806.706519014794           
638.9316166285425         -4562.311225277213        -3203.2820815192          3798.623415703503         1579.647685727852           5348.956707662933           3794.550697108388           
642.8256016806699         -4555.081329788158        -3228.045213261672        3786.337576356902         1557.003831426711           5364.250970385622           3782.320009943362           
646.7195867327973         -4547.776239056608        -3252.749227640919        3773.977033281704         1534.329347892647           5379.439704521505           3770.014698087683           
650.6135720992461         -4540.396061718291        -3277.393682614645        3761.542029606            1511.624680898457           5394.522610254085           3757.635003583753           
654.5075571513735         -4532.940907402485        -3301.978137547083        3749.032809929278         1488.89027681741            5409.499389838654           3745.181169943826           
658.4015425178222         -4525.41088725653         -3326.502152487198        3736.449620317851         1466.126582614702           5424.369747608064           3732.653442145449           
662.2955275699496         -4517.806113341484        -3350.965289007946        3723.792708300256         1443.334045838936           5439.133389978517           3720.052066626888           
666.1895129363984         -4510.126699238267        -3375.367109383861        3711.062322862675         1420.513114613598           5453.790025455351           3707.377291282562           
670.0834979885258         -4502.372759434083        -3399.707177427976        3698.258714444325         1397.664237628533           5468.339364638866           3694.629365458464           
673.9774833549745         -4494.544409937358        -3423.985057672505        3685.382134932853         1374.787864131402           5482.781120230149           3681.808539947567           
677.8714684071019         -4486.641767656519        -3448.200316201343        3672.432837659684         1351.884443919122           5497.115007036937           3668.915066985198           
681.7654537735507         -4478.664951022975        -3472.352519834806        3659.411077395353         1328.95442732927            5511.340741979477           3655.949200244392           
685.6594388256781         -4470.614079360704        -3496.441236959709        3646.317110344786         1305.998265231448           5525.458044096407           3642.911194831188           
689.5534238778055         -4462.489273437814        -3520.466036818792        3633.151194142537         1283.016409018606           5539.466634550627           3629.801307279897           
693.4474092442542         -4454.290655230858        -3544.426489826281        3619.913587847972         1260.009310598323           5553.366236635156           3616.619795548295           
697.3413942963816         -4446.018347677105        -3568.322167882824        3606.604551940395         1236.977422384029           5567.156575778979           3603.36691901278            
701.2353796628304         -4437.67247524204         -3592.152643667587        3593.224348314114         1213.921197286193           5580.837379552837           3590.042938463457           
705.1293647149578         -4429.253163264495        -3615.917491463814        3579.773240273449         1190.841088703462           5594.408377674999           3576.648116099165           
709.0233500814065         -4420.760538613387        -3639.616286350077        3566.251492527674         1167.737550513756           5607.869302016957           3563.182715522445           
712.9173351335339         -4412.194729023814        -3663.248605022977        3552.65937118592          1144.611037065338           5621.219886609068           3549.647001734457           
716.8113204999827         -4403.555863761081        -3686.81402499308         3538.997143751997         1121.46200316785            5634.459867646126           3536.041241129835           
720.7053055521101         -4394.844072949737        -3710.312125402281        3525.265079119192         1098.290904083333           5647.588983492868           3522.365701491498           
724.5992909185588         -4386.059488245905        -3733.742486223193        3511.46344756501          1075.09819551723            5660.606974689396           3508.620651985418           
728.4932759706862         -4377.202242156648        -3757.104689074364        3497.592520745887         1051.884333609383           5673.513583956538           3494.806363155348           
732.387261337135          -4368.272468720724        -3780.398316422893        3483.652571691855         1028.64977492503            5686.308556201126           3480.923106917519           
736.2812463892624         -4359.270302820689        -3803.622952394705        3469.643874801193         1005.394976445798           5698.991638521218           3466.971156555306           
740.1752314413898         -4350.195880784095        -3826.778182080488        3455.566705835049         982.1203955607058           5711.562580211265           3452.950786713874           
744.0692168078385         -4341.049340124583        -3849.863591845188        3441.421341912039         958.8264900571698           5724.021132767198           3438.862273394798           
747.9632018599659         -4331.830819273858        -3872.878769633294        3427.208061502829         935.5137181120189           5736.367049891498           3424.705893950668           
751.8571872264147         -4322.540458197185        -3895.823304279395        3412.927144424703         912.1825382825102           5748.600087498196           3410.481927079677           
755.7511722785421         -4313.178397683326        -3918.696786310989        3398.578871836105         888.8334094973504           5760.720003717854           3396.19065282019            
759.6451576449908         -4303.744780055399        -3941.498807161965        3384.163526231167         865.4667910477141           5772.726558902496           3381.832352545288           
763.5391426971182         -4294.239748450826        -3964.228959973675        3369.681391434226         842.0831425782599           5784.619515630523           3367.407308957308           
767.433128063567          -4284.663447542444        -3986.886838809714        3355.132752594299         818.6829240781374           5796.398638711582           3352.915806082345           
771.3271131156944         -4275.016022810524        -4009.47203945304         3340.517896179552         795.2665958719816           5808.063695191415           3338.358129264733           
775.2210984821431         -4265.297621269503        -4031.984158627157        3325.837109971728         771.8346186108956           5819.614454356674           3323.734565161507           
779.1150835342705         -4255.508390733551        -4054.422794787604        3311.09068306055          748.3874532634114           5831.050687739705           3309.045401736822           
783.0090685863979         -4245.648480458398        -4076.787547443697        3296.278905838097         724.925561106435            5842.372169123289           3294.290928256346           
786.9030539528467         -4235.718040864621        -4099.078017461089        3281.402069993133         701.4494037161693           5853.578674545351           3279.471435281621           
790.7970390049741         -4225.717223253071        -4121.293807358846        3266.460468505409         677.9594429590175           5864.669982303618           3264.587214664384           
794.6910243714228         -4215.646180458543        -4143.434520638419        3251.45439563993          654.4561409824656           5875.645872960235           3249.638559540849           
798.5850094235502         -4205.505066095735        -4165.499762564968        3236.384146941176         630.9399602059477           5886.506129346327           3234.625764325961           
802.478994789999          -4195.294035314081        -4187.489139401538        3221.250019227293         607.4113633116947           5897.250536566505           3219.549124707605           
806.3729798421264         -4185.013244033289        -4209.4022591889          3206.052310584255         583.870813235568            5907.878882003319           3204.408937640786           
810.2669652085751         -4174.662849707581        -4231.238730981948        3190.791320359981         560.3187731578831           5918.390955321651           3189.205501341775           
814.1609502607025         -4164.243010553851        -4252.998165625012        3175.467349158427         536.7557064942234           5928.786548473047           3173.939115282222           
818.0549356271513         -4153.753886322822        -4274.680174993036        3160.08069883365          513.1820768862481           5939.065455699994           3158.610080183238           
821.9489206792787         -4143.195637518629        -4296.284372763503        3144.631672483839         489.598348192494            5949.227473540134           3143.218698009455           
825.8429057314061         -4132.568426080081        -4317.810373754922        3129.120574445329         466.0049844791773           5959.272400830416           3127.765271963056           
829.7368910978548         -4121.872415086925        -4339.257794221396        3113.547710286585         442.4024500109907           5969.200038711197           3112.250106477787           
833.6308761499822         -4111.107768457916        -4360.626252142054        3097.913386802165         418.7912092419022           5979.010190630283           3096.67350721294            
837.524861516431          -4100.274651643789        -4381.915366566822        3082.217912006672         395.1717268059523           5988.70266234692            3081.035781047328           
841.4188465685584         -4089.373230827665        -4403.12475837774         3066.461595128674         371.5444675080531           5998.277261935725           3065.337236073224           
845.3128319350071         -4078.403673723737        -4424.254049543457        3050.644746604614         347.9098963147851           6007.733799790561           3049.5781815903             
849.2068169871345         -4067.366148770118        -4445.302863876293        3034.767678072702         324.2684783451969           6017.072088628376           3033.758928099538           
853.1008023535833         -4056.260825934087        -4466.270826291687        3018.830702366789         300.620678861603            6026.291943492974           3017.879787297124           
856.9947874057107         -4045.087875898811        -4487.157563559676        3002.834133510226         276.966963260384            6035.393181758749           3001.941072068336           
860.8887727721594         -4033.847470876038        -4507.962703568553        2986.778286709704         253.3077970627865           6044.375623134362           2985.9430964814             
864.7827578242868         -4022.539783783813        -4528.685876073362        2970.663478349079         229.643645905725            6053.23908966637            2969.886175781339           
868.6767428764142         -4011.164988962964        -4549.326712055131        2954.490025983183         205.9749755325868           6061.983405742816           2953.770626383811           
872.570728242863          -3999.723261869261        -4569.884844004841        2938.258248331614         182.3022517840385           6070.608398096765           2937.596765868914           
876.4647132949904         -3988.214778754125        -4590.359906205294        2921.96846527251          158.6259405888397           6079.113895809801           2921.364912974992           
880.3586986614391         -3976.63971739464         -4610.751534095884        2905.620997836314         134.9465079546584           6087.499730315479           2905.075387592412           
